"name","year","duration","genre","rating","description","director","stars"
"Tubelight","2017","2h 16min","Drama War","4.0","A story of two brothers set during the Sino-Indian war, 1962: the younger one who's at war at the borders and the elder who's at war with his own world.","Kabir Khan","Salman Khan Sohail Khan Om Puri"
"The Disappointments Room","2016","1h 31min","Drama Horror Thriller","4.0","A mother and her young son release unimaginable horrors from the attic of their rural dream home.","D.J. Caruso","Kate Beckinsale Mel Raido Duncan Joiner"
"Dudley Do-Right","1999","1h 17min","Comedy Family Romance","4.0","The inept Canadian Mountie Dudley Do-Right chases after villain Snidely Whiplash and woos girlfriend Nell Fenwick.","Hugh Wilson","Brendan Fraser Sarah Jessica Parker Alfred Molina"
"Madame Web","2024","1h 56min","Action Thriller","4.1","Forced to confront her past, Cassandra Webb, a Manhattan paramedic that may have clairvoyant abilities, forms a relationship with three young women destined for powerful futures, if they can survive their threatening present.","S.J. Clarkson","Dakota Johnson Sydney Sweeney Isabela Merced"
"The Cat in the Hat","2003","1h 22min","Adventure Comedy Family","4.1","Two bored children have their lives turned upside down when a talking cat comes to visit them.","Bo Welch","Mike Myers Spencer Breslin Dakota Fanning"
"Street Fighter","1994","1h 42min","Action Adventure Comedy","4.1","In the midst of a civil war in South East Asia, a general intensifies the climate of violence by kidnapping 63 UN delegates. To free the hostages, a colonel leads a group of fighters, who will have to use all their skills to be successful.","Steven E. de Souza","Jean-Claude Van Damme Raul Julia Ming-Na Wen"
"Wounds","2019","1h 35min","Drama Horror Mystery","4.1","Disturbing and mysterious things begin to happen to a bartender in New Orleans after he picks up a phone left behind at his bar.","Babak Anvari","Armie Hammer Zazie Beetz Karl Glusman"
"Jason Goes to Hell: The Final Friday","1993","1h 27min","Fantasy Horror Thriller","4.1","Serial killer Jason Voorhees' supernatural origins are revealed.","Adam Marcus","John D. LeMay Kari Keegan Kane Hodder"
"Shark Night 3D","2011","1h 30min","Action Horror Thriller","4.1","A weekend at a lake house in the Louisiana Gulf turns into a nightmare for seven vacationers as they are subjected to shark attacks.","David R. Ellis","Sara Paxton Dustin Milligan Chris Carmack"
"Zombie Strippers!","2008","1h 34min","Comedy Horror Sci-Fi","4.1","A zombie epidemic spreads throughout a strip club in Nebraska.","Jay Lee","Jenna Jameson Robert Englund Roxy Saint"
"Extraction","2015","1h 32min","Action Thriller","4.1","A former CIA operative is kidnapped by a group of terrorists. When his son learns there is no plan for his father to be saved, he launches his own rescue operation.","Steven C. Miller","Bruce Willis Kellan Lutz Gina Carano"
"The Apparition","2012","1h 23min","Horror Thriller","4.1","A couple is haunted by a supernatural presence that is unleashed during a college experiment.","Todd Lincoln","Ashley Greene Sebastian Stan Tom Felton"
"Book of Shadows: Blair Witch 2","2000","1h 30min","Adventure Fantasy Horror","4.1","A group of tourists arrives in Burkittsville, Maryland after seeing The Blair Witch Project (1999) to explore the mythology and phenomenon, only to come face to face with their own neuroses and possibly the witch herself.","Joe Berlinger","Jeffrey Donovan Stephen Barker Turner Erica Leerhsen"
"Mr. Magoo","1997","1h 27min","Adventure Comedy Family","4.1","The myopic millionaire defeats jewel smugglers in his usual bumbling manner.","Stanley Tong","Leslie Nielsen Kelly Lynch Matt Keeslar"
"Thugs of Hindostan","2018","2h 44min","Action Adventure","4.1","Firangi, a small-time thug, is recruited by the East India Company, who tells him to infiltrate their enemy, Azaad and his group of bandits. Firangi is torn between saving and betraying the bandits.","Vijay Krishna Acharya","Aamir Khan Amitabh Bachchan Katrina Kaif"
"Guardians","2017","1h 29min","Action Adventure Comedy","4.1","During the Cold War, an organization called ""Patriot"" created a super-hero squad, which includes members of multiple Soviet republics. For years, the heroes had to hide their identities, but in hard times they must show themselves again.","Sarik Andreasyan","Anton Pampushnyy Sanjar Madi Sebastien Sisak"
"One Missed Call","2008","1h 27min","Horror Mystery","4.1","Several people start receiving voice-mails from their future selves - messages which include the date, time, and some of the details of their deaths.","Eric Valette","Edward Burns Shannyn Sossamon Ana Claudia Talancón"
"The Fanatic","2019","1h 28min","Crime Drama Mystery","4.1","A rabid film fan stalks his favorite action hero and destroys his life.","Fred Durst","John Travolta Devon Sawa Ana Golja"
"Beowulf","1999","1h 35min","Action Adventure Fantasy","4.1","In a besieged land, Beowulf must battle against the hideous creature Grendel and his vengeance seeking mother.","Graham Baker","Christopher Lambert Rhona Mitra Oliver Cotton"
"Bats","1999","1h 31min","Horror Sci-Fi Thriller","4.1","Genetically mutated bats escape and it's up to a bat expert and the local sheriff to stop them.","Louis Morneau","Lou Diamond Phillips Dina Meyer Bob Gunton"
"Fifty Shades of Grey","2015","2h 5min","Drama Romance Thriller","4.2","Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.","Sam Taylor-Johnson","Dakota Johnson Jamie Dornan Jennifer Ehle"
"Norbit","2007","1h 43min","Comedy Romance","4.2","A mild-mannered guy, who is married to a monstrous woman, meets the woman of his dreams, and schemes to find a way to be with her.","Brian Robbins","Eddie Murphy Thandiwe Newton Terry Crews"
"Super Mario Bros.","1993","1h 44min","Adventure Comedy Family","4.2","Two Brooklyn plumbers, Mario and Luigi, must travel to another dimension to rescue a princess from the evil dictator King Koopa and stop him from taking over the world.","Annabel Jankel","Bob Hoskins John Leguizamo Dennis Hopper"
"The Exorcism","2024","1h 35min","Horror Thriller","4.2","A troubled actor begins to exhibit a disruptive behavior while shooting a horror film. His estranged daughter wonders if he's slipping back into his past addictions or if there's something more sinister at play.","Joshua John Miller","Russell Crowe Ryan Simpkins Sam Worthington"
"RoboCop 3","1993","1h 44min","Action Crime Sci-Fi","4.2","Robocop saves the day once more. This time the half man/half robot takes on ruthless developers who want to evict some people on ""their"" land.","Fred Dekker","Robert John Burke Nancy Allen Mario Machado"
"Inspector Gadget","1999","1h 18min","Action Adventure Comedy","4.2","A security guard's dreams come true when he is selected to be transformed into a cybernetic police officer.","David Kellogg","Matthew Broderick Rupert Everett Joely Fisher"
"A Sound of Thunder","2005","1h 50min","Action Adventure Horror","4.2","A single mistake in the past, by a time travel company in the future, has devastating and unforeseen consequences.","Peter Hyams","Edward Burns Ben Kingsley Catherine McCormack"
"V/H/S Viral","2014","1h 21min","Action Adventure Fantasy","4.2","A Los Angeles police chase sends a fame-obsessed man on a wild ride to save his girlfriend from a cybernetic terror.","Justin Benson","Patrick Lawrie Emilia Ares Celia K. Milius"
"Highlander II: The Quickening","1991","1h 31min","Action Adventure Drama","4.2","In the future, Highlander Connor MacLeod must prevent the destruction of Earth under an anti-ozone shield.","Russell Mulcahy","Christopher Lambert Sean Connery Virginia Madsen"
"Prisoners of the Ghostland","2021","1h 43min","Fantasy Horror Thriller","4.2","A notorious criminal must break an evil curse in order to rescue an abducted girl who has mysteriously disappeared.","Sion Sono","Nicolas Cage Sofia Boutella Nick Cassavetes"
"Ghoulies","1984","1h 21min","Comedy Fantasy Horror","4.2","A young man and his girlfriend move into his parents' old mansion, where his satanic father is buried, and immediately becomes possessed by a desire to conjure and control tiny demons.","Luca Bercovici","Peter Liapis Lisa Pelikan Michael Des Barres"
"The Devil Inside","2012","1h 23min","Horror","4.2","In Italy, a woman becomes involved in a series of unauthorized exorcisms during her mission to discover what happened to her mother, who allegedly murdered three people during her own exorcism.","William Brent Bell","Fernanda Andrade Simon Quarterman Evan Helmuth"
"Torque","2004","1h 24min","Action Comedy Crime","4.2","A biker returns from Thailand to set things straight with his girlfriend. One gang leader wants him for delivery of 2 motorbikes filled with crystal meth and another gang leader wants him for murdering his brother.","Joseph Kahn","Martin Henderson Ice Cube Monet Mazur"
"Devil's Due","2014","1h 29min","Horror Mystery","4.2","After a mysterious, lost night on their honeymoon, a newlywed couple finds themselves dealing with an earlier-than-planned pregnancy.","Matt Bettinelli-Olpin","Allison Miller Zach Gilford Sam Anderson"
"Superfast!","2015","1h 39min","Action Comedy Crime","4.2","A spoof on The Fast and the Furious (2001) and the following F&F movies. An undercover cop joins a gang of criminal street racers to get close to the LA crime kingpin.","Jason Friedberg","Alex Ashbaugh Dale Pavinski Lili Mirojnick"
"Brazen","2022","1h 34min","Crime Drama Mystery","4.2","When her sister is killed and her double life as a webcam performer is revealed, Grace ignores the warnings of a cool-headed detective and gets involved in the case.","Monika Mitchell","Alyssa Milano Sam Page Malachi Weir"
"Escape Room","2017","1h 21min","Horror Thriller","4.2","Six friends test their intelligence when an escape room they participate in takes a dark and twisted turn.","Will Wernick","Evan Williams Annabelle Stephenson Elisabeth Hower"
"Boogeyman","2005","1h 29min","Drama Horror Mystery","4.2","A young man tries to deal with the childhood terror that has never stopped haunting him.","Stephen Kay","Barry Watson Emily Deschanel Lucy Lawless"
"Universal Soldier: The Return","1999","1h 23min","Action Sci-Fi","4.2","The ""universal soldiers"" must fight the whole army, when the military's supercomputer S.E.T.H gets out of control.","Mic Rodgers","Jean-Claude Van Damme Bill Goldberg Heidi Schanz"
"The Patriot","1998","1h 30min","Action Thriller","4.2","A respected doctor must race against time to find a cure for a lethal virus unleashed by a paramilitary militia leader.","Dean Semler","Steven Seagal L.Q. Jones Gailard Sartain"
"Vice","2015","1h 36min","Action Sci-Fi Thriller","4.2","Bruce Willis stars in this Sci-Fi thriller about ultimate resort: VICE, where customers can play out their wildest fantasies with artificial inhabitants who look like humans.","Brian A. Miller","Thomas Jane Bruce Willis Ambyr Childers"
"Fantastic Four","2015","1h 40min","Action Adventure Sci-Fi","4.3","Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.","Josh Trank","Miles Teller Kate Mara Michael B. Jordan"
"Are We Done Yet?","2007","1h 32min","Comedy Family","4.3","Newlyweds Nick and Suzanne Persons decide to move to the suburbs to provide a better life for their two kids, Lindsey and Kevin. But their idea of a dream home is disturbed by a contractor with a bizarre approach to business.","Steve Carr","Ice Cube Nia Long John C. McGinley"
"A Wrinkle in Time","2018","1h 49min","Adventure Drama Family","4.3","After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him.","Ava DuVernay","Storm Reid Oprah Winfrey Reese Witherspoon"
"The Bye Bye Man","2017","1h 36min","Drama Fantasy Horror","4.3","Three friends stumble upon the horrific origins of a mysterious figure they discover is the root cause of the evil behind unspeakable acts.","Stacy Title","Douglas Smith Lucien Laviscount Cressida Bonas"
